"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'5ffc2f5924392","Apollo Investment Corporation","102.08","102","0","First Lien Senior Secured","1","-8","101.82","101.62","0","First Lien Senior Secured","1","-8","102.32","102","0","First Lien Senior Secured","1","-8"
"'609a6c280f83e","Golub Capital BDC, Inc","101.76","100","0","First Lien Senior Secured","0","5","","","0","","0","","","","0","","0",""
"'5b62b150e27b6","Barings BDC, Inc.","97.47","95.1","0","First Lien Senior Secured","0","-3","93.65","91.25","0","First Lien Senior Secured","0","-3","96.12","93.52","0","First Lien Senior Secured","0","-3"
"'5dc2778beea3e","TCG BDC II, Inc.","101.16","99.09","0","First Lien Senior Secured","0","12","101","98.85","0","First Lien Senior Secured","0","12","101.52","99.29","0","First Lien Senior Secured","0","12"
"'5f33c251a8222","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5e6b27e50c665","Harvest Capital Credit Corporation","","","0","","0","","","","0","","0","","100","100","0","Second Lien Senior Secured","0","-11"
"'60012af07ea1e","Crescent Capital BDC, Inc","","","0","","0","","","","0","","0","","101.08","100","0","First Lien Senior Secured","0","-45"
"'5aaa237a37588","FS KKR Capital Corp. II","96.43","93.1","0","Second Lien Senior Secured","0","13","89.29","86.21","0","Second Lien Senior Secured","0","13","83.93","81.03","0","Second Lien Senior Secured","0","13"
"'591590b0be150","Gladstone Investment Corporation","100","100","0","Second Lien Senior Secured","0","-7","100","100","0","Second Lien Senior Secured","0","-7","100","100","0","Second Lien Senior Secured","0","-7"
"'60012f5150da8","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","-11","","","0","First Lien Senior Secured","0","-11","","","0","First Lien Senior Secured","0","-22"
"'5af146684118b","SLR Investment Corp.","100","100","0","First Lien Senior Secured","0","-18","100","100","0","First Lien Senior Secured","0","-18","100","100","0","First Lien Senior Secured","0","-18"
"'5a0570c5105f5","FS KKR Capital Corp. II","39.035","39.035","1","First Lien Senior Secured","0","-24","66.995","66.995","0","First Lien Senior Secured","0","-24","87.005","87.005","0","First Lien Senior Secured","0","-24"
"'5f33e5cc43cb5","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'60507166b5e8c","Business Development Corporation of America","","","0","","0","","99.61","98.73","0","First Lien Senior Secured","0","-3","","","0","","0",""
"'60584b8ca455b","SL Investment Corp.","","","0","First Lien Senior Secured","0","-20","","","0","First Lien Senior Secured","0","-20","","","0","","0",""
"'5fa51f4e525a9","TriplePoint Private Venture Credit Inc.","98.67","98.67","0","Subordinated","1","-30","97.33","97.33","0","Subordinated","1","-30","98.67","98.67","0","Subordinated","1","-30"
"'591452b583262","FS KKR Capital Corp. II","71.54","68.93","0","First Lien Senior Secured","1","-20","75.8","73.26","0","First Lien Senior Secured","1","-20","89.49","86.6","0","First Lien Senior Secured","1","-20"
"'5ff43b97603d0","Oaktree Strategic Income II, Inc.","","","0","First Lien Senior Secured","0","-7","","","0","First Lien Senior Secured","0","-7","103.54","100","0","First Lien Senior Secured","0","-7"
"'5a02b16b458b3","PhenixFIN Corp","106.6","100","0","First Lien Senior Secured","0","-28","106.6","100","0","First Lien Senior Secured","0","-28","106.6","100","0","First Lien Senior Secured","0","-28"
"'5aafd2c43b2c0","Newtek Business Services Corp.","51.25","51.25","1","First Lien Senior Secured","0","116","51.225","51.225","1","First Lien Senior Secured","0","116","50.9","50.9","1","First Lien Senior Secured","0","116"
"'5b6d22234714b","Newtek Business Services Corp.","116.03","116.03","0","First Lien Senior Secured","0","211","116.2","116.2","0","First Lien Senior Secured","0","211","113.77","113.77","0","First Lien Senior Secured","0","211"
"'609a59b9c7bbb","Golub Capital BDC, Inc","99.835","100","0","First Lien Senior Secured","0","-40","","","0","","0","","","","0","","0",""
"'60925f2e08130","Monroe Capital Corporation","100.22","100","0","First Lien Senior Secured","0","-38","","","0","","0","","","","0","","0",""
"'5aafc2a297b6b","Newtek Business Services Corp.","97.67","97.67","0","First Lien Senior Secured","0","27","97.85","97.85","0","First Lien Senior Secured","0","27","96.17","96.18","0","First Lien Senior Secured","0","27"
"'6007e8f673d00","AB Private Credit Investors Corporation","101.48","100","0","First Lien Senior Secured","0","8","100.65","99.11","0","First Lien Senior Secured","0","8","98","96.43","0","First Lien Senior Secured","0","8"
"'5cd515281eedf","Goldman Sachs Private Middle Market Credit LLC","","","0","","0","","","","0","","0","","99.57","99.485","0","First Lien Senior Secured","0","-56"
"'5dc3e5072cef4","Bain Capital Specialty Finance, Inc","97.54","116.33","0","First Lien Senior Secured","1","5","110.98","122.25","0","First Lien Senior Secured","1","-13","106.54","117.22","0","First Lien Senior Secured","1","-13"
"'5c8b6c7abe036","Venture Lending & Leasing IX, Inc.","76.2","72.75","0","First Lien Senior Secured","0","-36","76","71.48","0","First Lien Senior Secured","0","-39","82.74","76.39","0","First Lien Senior Secured","0","-39"
"'5fffd427bcec7","Guggenheim Credit Income Fund","","17.39","0","First Lien Senior Secured","0","-26","101.22","79.81","0","First Lien Senior Secured","0","-26","","","0","First Lien Senior Secured","0","-26"
"'5d52555e173a1","Blackstone Secured Lending Fund","","","0","","0","","75.01","71","0","First Lien Senior Secured","0","-4","74.73","70.5","0","First Lien Senior Secured","0","-4"
"'60584d2b01e35","SL Investment Corp.","","","0","First Lien Senior Secured","0","-15","","","0","First Lien Senior Secured","0","-15","","","0","","0",""
"'5ccfdc242f393","OFS Capital Corporation","101.34","100.35","0","First Lien Senior Secured","0","2","100.62","99.63","0","First Lien Senior Secured","0","2","101.88","100.75","0","First Lien Senior Secured","0","-18"
"'5c780b88306d7","BlackRock Capital Investment Corporation","100.55","91.58","0","Second Lien Senior Secured","0","13","88.92","84.8","0","Second Lien Senior Secured","0","13","78.96","78","0","Second Lien Senior Secured","0","13"
"'5f3a38b06768f","AB Private Credit Investors Corporation","101.72","100","0","First Lien Senior Secured","0","-2","","","0","First Lien Senior Secured","0","-2","","","0","First Lien Senior Secured","0","-2"
"'5e42467d41e04","Investcorp Credit Management BDC, Inc.","102.02","100","0","First Lien Senior Secured","0","-8","99.07","97","0","First Lien Senior Secured","0","-8","95.09","93","0","First Lien Senior Secured","0","-8"
"'6050b84f36878","CION Investment Corporation","","0.12","0","First Lien Senior Secured","0","-38","","","0","First Lien Senior Secured","0","-38","","","0","","0",""
"'591ae22fd6954","Newtek Business Services Corp.","","","0","","0","","100.75","100.75","0","First Lien Senior Secured","0","-47","100.75","100.75","0","First Lien Senior Secured","0","-47"
"'5fa3c7478bc11","Owl Rock Capital Corporation II","104.92","100.25","0","Subordinated","1","0","105.58","101.5","0","Subordinated","1","0","96.96","98.51","0","Subordinated","1","0"
"'6007bfe12ba34","Owl Rock Capital Corporation","","","0","","0","","","","0","","0","","","","0","First Lien Senior Secured","0","-56"
"'5e68855633017","Monroe Capital Income Plus Corporation","99.51","98.775","0","First Lien Senior Secured","0","-10","99.485","98.7","0","First Lien Senior Secured","0","-10","100.98","99.29","0","First Lien Senior Secured","0","-10"
"'5eb3caa7ee773","Portman Ridge Finance Corporation","100.82","100","0","First Lien Senior Secured","0","3","100.1","99.25","0","First Lien Senior Secured","0","3","100.88","99.98","0","First Lien Senior Secured","0","3"
"'5e5e5b7ceea4d","Stellus Capital Investment Corp","96.07","94.5","0","Second Lien Senior Secured","1","8","96.18","94.5","0","Second Lien Senior Secured","1","8","98.78","97","0","Second Lien Senior Secured","1","8"
"'5919a1898f798","Crescent Capital BDC, Inc","98.81","98.045","0","Subordinated","0","6","97.78","97","0","Subordinated","0","6","94.955","94.175","0","Subordinated","0","6"
"'5915871f66518","FS KKR Capital Corp. II","102.08","101","0","First Lien Senior Secured","0","6","101.32","100.19","0","First Lien Senior Secured","0","6","99.75","98.57","0","First Lien Senior Secured","0","6"
"'606349d8e18d6","Newtek Business Services Corp.","92.91","92.91","0","First Lien Senior Secured","0","63","92.95","92.95","0","First Lien Senior Secured","0","63","","","0","","0",""
"'5f3a66b52236c","Palmer Square Capital BDC Inc","107.31","100.9","0","First Lien Senior Secured","1","-5","106.13","99.44","0","First Lien Senior Secured","1","-5","105","98.06","0","First Lien Senior Secured","1","-5"
"'5fe2f7bd5ecab","AG Twin Brook BDC, Inc.","","","0","","0","","","","0","","0","","99.51","42.06","0","First Lien Senior Secured","0","-7"
"'603dea156982f","FS KKR Capital Corp. II","99.33","98.34","0","First Lien Senior Secured","0","13","100","99.01","0","First Lien Senior Secured","0","13","","","0","","0",""
"'5f33df7700ace","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'59199bdd33b30","CION Investment Corporation","99.37","98.75","0","Second Lien Senior Secured","0","5","98.25","97.62","0","Second Lien Senior Secured","0","5","95.64","95","0","Second Lien Senior Secured","0","5"
"'5aafd207f38a9","Newtek Business Services Corp.","89.59","89.59","0","First Lien Senior Secured","0","27","89.48","89.48","0","First Lien Senior Secured","0","27","87.32","87.32","0","First Lien Senior Secured","0","27"
"'5ff42c21156f4","New Mountain Guardian III BDC, L.L.C.","","","0","First Lien Senior Secured","0","5","","","0","First Lien Senior Secured","0","5","","","0","First Lien Senior Secured","0","5"
"'5dd2359934654","Flat Rock Capital Corp.","","","0","","0","","","","0","","0","","101.67","101","0","First Lien Senior Secured","0","-21"
"'5fb6830ec3b19","Oaktree Strategic Income II, Inc.","100.12","96.8","0","First Lien Senior Secured","0","-11","100.22","96.6","0","First Lien Senior Secured","0","-11","99.93","96","0","First Lien Senior Secured","0","-11"
"'60003b3da206c","Crescent Capital BDC, Inc","93.63","93.07","0","First Lien Senior Secured","0","-35","92.54","91.87","0","First Lien Senior Secured","0","-35","92.1","91.37","0","First Lien Senior Secured","0","-35"
"'6007c1190cb29","Owl Rock Technology Finance Corp.","","","0","First Lien Senior Secured","0","-3","","","0","First Lien Senior Secured","0","-3","","","0","First Lien Senior Secured","0","-3"
"'5e70c2eb28312","Newtek Business Services Corp.","90.07","90.07","0","First Lien Senior Secured","0","51","90.07","90.07","0","First Lien Senior Secured","0","51","86.91","86.91","0","First Lien Senior Secured","0","51"
"'5ff56c1b58fcc","Ares Capital Corporation","","","0","","0","","","","0","","0","","100","100","0","First Lien Senior Secured","0","-8"
"'593e3081be485","Sixth Street Specialty Lending, Inc.","","","0","","0","","","","0","","0","","100.5","100","0","First Lien Senior Secured","0","-47"
"'6007b40da8e52","Owl Rock Capital Corporation","","","0","First Lien Senior Secured","1","-3","","","0","First Lien Senior Secured","1","-3","","","0","First Lien Senior Secured","1","-3"
"'5ffbe9f02f40a","Apollo Investment Corporation","100.66","99.07","0","First Lien Senior Secured","0","-21","100.27","98.56","0","First Lien Senior Secured","0","-21","100.27","98.41","0","First Lien Senior Secured","0","-21"
"'5ffbe6ced3ce8","AB Private Credit Investors Corporation","","","0","First Lien Senior Secured","0","-26","","","0","First Lien Senior Secured","0","-26","","","0","First Lien Senior Secured","0","-26"
"'5b6d1deb7dd6c","Oaktree Strategic Income Corp","","","0","","0","","83.33","83.32","1","Subordinated","1","37","75.96","75.96","1","Subordinated","1","37"
"'5a045cd40be33","Newtek Business Services Corp.","102.22","102.22","0","First Lien Senior Secured","0","22","98.56","98.56","0","First Lien Senior Secured","0","22","96.5","96.5","0","First Lien Senior Secured","0","22"
"'5919a171a41a4","FS KKR Capital Corp. II","94.37","93.06","0","First Lien Senior Secured","0","0","94.37","91.78","0","First Lien Senior Secured","0","0","84.72","83.56","0","First Lien Senior Secured","0","0"
"'5eba54947d902","Investcorp Credit Management BDC, Inc.","","","0","","0","","100","100","0","First Lien Senior Secured","0","-53","100","100","0","First Lien Senior Secured","0","-53"
"'5e5cc5516258e","Main Street Capital Corporation","100.77","100","0","First Lien Senior Secured","0","-10","100.81","100","0","First Lien Senior Secured","0","-10","100.85","100","0","First Lien Senior Secured","0","-10"
"'60364f9755966","TCG BDC, Inc","","","0","First Lien Senior Secured","0","-28","","","0","First Lien Senior Secured","0","-28","","","0","First Lien Senior Secured","0","-28"
"'5cd039df46949","Newtek Business Services Corp.","91.35","91.35","0","First Lien Senior Secured","0","41","91.38","91.38","0","First Lien Senior Secured","0","41","88.69","88.69","0","First Lien Senior Secured","0","41"
"'6007bb176e0d1","Owl Rock Capital Corporation","","","0","First Lien Senior Secured","0","-50","","","0","First Lien Senior Secured","0","-50","","","0","First Lien Senior Secured","0","-50"
"'59199cb3d95d1","FS KKR Capital Corp. II","101.59","100.99","0","First Lien Senior Secured","0","-7","101.23","100.58","0","First Lien Senior Secured","0","-7","99.645","99.28","0","First Lien Senior Secured","0","-7"
"'602404ccddb2a","Ares Capital Corporation","98.94","98.94","0","Second Lien Senior Secured","0","37","98.94","98.94","0","Second Lien Senior Secured","0","37","","","0","","0",""
"'60123e6e2fc7a","PennantPark Investment Corp","99.16","98.5","0","First Lien Senior Secured","0","0","97.19","96.5","0","First Lien Senior Secured","0","0","99.72","99","0","First Lien Senior Secured","0","0"
"'5c7789dc5a5d9","Oaktree Strategic Income II, Inc.","101.06","100.3","0","First Lien Senior Secured","0","3","101.46","99.58","0","First Lien Senior Secured","0","3","99.23","98","0","First Lien Senior Secured","0","3"
"'5be987cf5d8a1","Newtek Business Services Corp.","99.835","99.835","0","First Lien Senior Secured","0","38.5","98.585","98.585","0","First Lien Senior Secured","0","38.5","96.945","96.945","0","First Lien Senior Secured","0","38.5"
"'5fabaf668a24b","Gladstone Capital Corporation","","","0","","0","","","","0","","0","","100","100","0","First Lien Senior Secured","0","0"
"'5b740dcc083e2","AB Private Credit Investors Corporation","98.16","97.75","0","First Lien Senior Secured","0","-14","98.19","97.75","0","First Lien Senior Secured","0","-14","97.46","97","0","First Lien Senior Secured","0","-14"
"'5ff7004ab1bb8","Golub Capital BDC, Inc","","","0","First Lien Senior Secured","0","-9","","","0","First Lien Senior Secured","0","-9","","","0","First Lien Senior Secured","0","-9"
